,Componente,Unidades,Valor por 100 g,Cod,Produto
22,Zinco,mg,36,C0220A,
23,Cobre,mg,5,C0220A,
24,Selênio,mcg,298,C0220A,
25,Vitamina A (RE),mcg,197,C0220A,
26,Vitamina A (RAE),mcg,195,C0220A,
27,Vitamina D,mcg,0,C0220A,
28,Alfa-tocoferol (Vitamina E),mcg,32,C0220A,
29,Tiamina,mg,5,C0220A,
30,Riboflavina,mg,9,C0220A,
31,Niacina,mg,155,C0220A,
32,Vitamina B6,mg,1,C0220A,
33,Vitamina B12,mg,11,C0220A,
34,Vitamina C,mg,0,C0220A,
35,Equivalente de folato,mcg,584,C0220A,
0,Energia,kJ,500,C0221A,
1,Energia,kcal,119,C0221A,
2,Umidade,g,734,C0221A,
3,Carboidrato total,g,205,C0221A,
4,Carboidrato disponível,g,197,C0221A,
5,Proteína,g,279,C0221A,
6,Lipídios,g,303,C0221A,
7,Fibra alimentar,g,87,C0221A,
8,Álcool,g,0,C0221A,
9,Cinzas,g,27,C0221A,
10,Colesterol,mg,431,C0221A,
11,Ácidos graxos saturados,g,52,C0221A,
12,Ácidos graxos monoinsaturados,g,199,C0221A,
13,Ácidos graxos poliinsaturados,g,44,C0221A,
14,Ácidos graxos trans,g,3,C0221A,
15,Cálcio,mg,115,C0221A,
16,Ferro,mg,93,C0221A,
17,Sódio,mg,279,C0221A,
18,Magnésio,mg,252,C0221A,
19,Fósforo,mg,338,C0221A,
20,Potássio,mg,727,C0221A,
21,Manganês,mcg,1,C0221A,
22,Zinco,mg,37,C0221A,
23,Cobre,mg,5,C0221A,
24,Selênio,mcg,13,C0221A,
25,Vitamina A (RE),mcg,306,C0221A,
26,Vitamina A (RAE),mcg,153,C0221A,
27,Vitamina D,mcg,0,C0221A,
28,Alfa-tocoferol (Vitamina E),mcg,55,C0221A,
29,Tiamina,mg,4,C0221A,
30,Riboflavina,mg,2,C0221A,
31,Niacina,mg,99,C0221A,
32,Vitamina B6,mg,4,C0221A,
33,Vitamina B12,mg,0,C0221A,
34,Vitamina C,mg,285,C0221A,
35,Equivalente de folato,mcg,529,C0221A,
0,Energia,kJ,498,C0222A,
1,Energia,kcal,118,C0222A,
2,Umidade,g,731,C0222A,
3,Carboidrato total,g,204,C0222A,
4,Carboidrato disponível,g,196,C0222A,
5,Proteína,g,278,C0222A,
6,Lipídios,g,301,C0222A,
7,Fibra alimentar,g,86,C0222A,
8,Álcool,g,0,C0222A,
9,Cinzas,g,73,C0222A,
10,Colesterol,mg,429,C0222A,
11,Ácidos graxos saturados,g,51,C0222A,
12,Ácidos graxos monoinsaturados,g,199,C0222A,
13,Ácidos graxos poliinsaturados,g,44,C0222A,
14,Ácidos graxos trans,g,3,C0222A,
15,Cálcio,mg,115,C0222A,
16,Ferro,mg,93,C0222A,
17,Sódio,mg,191,C0222A,
18,Magnésio,mg,252,C0222A,
19,Fósforo,mg,337,C0222A,
20,Potássio,mg,724,C0222A,
21,Manganês,mcg,1,C0222A,
22,Zinco,mg,37,C0222A,
23,Cobre,mg,5,C0222A,
24,Selênio,mcg,129,C0222A,
25,Vitamina A (RE),mcg,305,C0222A,
26,Vitamina A (RAE),mcg,153,C0222A,
27,Vitamina D,mcg,0,C0222A,
28,Alfa-tocoferol (Vitamina E),mcg,55,C0222A,
29,Tiamina,mg,4,C0222A,
30,Riboflavina,mg,2,C0222A,
31,Niacina,mg,98,C0222A,
32,Vitamina B6,mg,4,C0222A,
33,Vitamina B12,mg,0,C0222A,
34,Vitamina C,mg,284,C0222A,
35,Equivalente de folato,mcg,526,C0222A,
0,Energia,kJ,498,C0215A,
1,Energia,kcal,118,C0215A,
2,Umidade,g,731,C0215A,
3,Carboidrato total,g,204,C0215A,
4,Carboidrato disponível,g,196,C0215A,
5,Proteína,g,278,C0215A,
6,Lipídios,g,301,C0215A,
7,Fibra alimentar,g,86,C0215A,
8,Álcool,g,0,C0215A,
9,Cinzas,g,73,C0215A,
10,Colesterol,mg,429,C0215A,
11,Ácidos graxos saturados,g,51,C0215A,
12,Ácidos graxos monoinsaturados,g,199,C0215A,
13,Ácidos graxos poliinsaturados,g,44,C0215A,
14,Ácidos graxos trans,g,3,C0215A,
15,Cálcio,mg,115,C0215A,
16,Ferro,mg,93,C0215A,
17,Sódio,mg,191,C0215A,
18,Magnésio,mg,252,C0215A,
19,Fósforo,mg,337,C0215A,
20,Potássio,mg,724,C0215A,
21,Manganês,mcg,1,C0215A,
22,Zinco,mg,37,C0215A,
23,Cobre,mg,5,C0215A,
24,Selênio,mcg,129,C0215A,
25,Vitamina A (RE),mcg,305,C0215A,
26,Vitamina A (RAE),mcg,153,C0215A,
27,Vitamina D,mcg,0,C0215A,
28,Alfa-tocoferol (Vitamina E),mcg,55,C0215A,
29,Tiamina,mg,4,C0215A,
30,Riboflavina,mg,2,C0215A,
31,Niacina,mg,98,C0215A,
32,Vitamina B6,mg,4,C0215A,
33,Vitamina B12,mg,0,C0215A,
34,Vitamina C,mg,284,C0215A,
35,Equivalente de folato,mcg,526,C0215A,
0,Energia,kJ,666,C0216A,
1,Energia,kcal,159,C0216A,
2,Umidade,g,657,C0216A,
3,Carboidrato total,g,254,C0216A,
4,Carboidrato disponível,g,246,C0216A,
5,Proteína,g,344,C0216A,
6,Lipídios,g,494,C0216A,
7,Fibra alimentar,g,77,C0216A,
8,Álcool,g,0,C0216A,
9,Cinzas,g,65,C0216A,
10,Colesterol,mg,165,C0216A,
11,Ácidos graxos saturados,g,275,C0216A,
12,Ácidos graxos monoinsaturados,g,122,C0216A,
13,Ácidos graxos poliinsaturados,g,33,C0216A,
14,Ácidos graxos trans,g,18,C0216A,
15,Cálcio,mg,641,C0216A,
16,Ferro,mg,105,C0216A,
17,Sódio,mg,191,C0216A,
18,Magnésio,mg,8,C0216A,
19,Fósforo,mg,376,C0216A,
20,Potássio,mg,27,C0216A,
21,Manganês,mcg,1,C0216A,
22,Zinco,mg,27,C0216A,
23,Cobre,mg,5,C0216A,
24,Selênio,mcg,175,C0216A,
25,Vitamina A (RE),mcg,441,C0216A,
26,Vitamina A (RAE),mcg,435,C0216A,
27,Vitamina D,mcg,0,C0216A,
28,Alfa-tocoferol (Vitamina E),mcg,8,C0216A,
29,Tiamina,mg,4,C0216A,
30,Riboflavina,mg,2,C0216A,
31,Niacina,mg,131,C0216A,
32,Vitamina B6,mg,1,C0216A,
33,Vitamina B12,mg,1,C0216A,
34,Vitamina C,mg,0,C0216A,
35,Equivalente de folato,mcg,634,C0216A,
0,Energia,kJ,531,C0195A,
1,Energia,kcal,126,C0195A,
2,Umidade,g,686,C0195A,
3,Carboidrato total,g,273,C0195A,
4,Carboidrato disponível,g,263,C0195A,
5,Proteína,g,35,C0195A,
6,Lipídios,g,46,C0195A,
7,Fibra alimentar,g,103,C0195A,
8,Álcool,g,0,C0195A,
9,Cinzas,g,18,C0195A,
10,Colesterol,mg,0,C0195A,
11,Ácidos graxos saturados,g,11,C0195A,
12,Ácidos graxos monoinsaturados,g,6,C0195A,
13,Ácidos graxos poliinsaturados,g,15,C0195A,
14,Ácidos graxos trans,g,4,C0195A,
15,Cálcio,mg,576,C0195A,
16,Ferro,mg,111,C0195A,
17,Sódio,mg,126,C0195A,
18,Fósforo,mg,332,C0195A,
19,Potássio,mg,309,C0195A,
20,Manganês,mcg,0,C0195A,
21,Zinco,mg,28,C0195A,
22,Cobre,mg,5,C0195A,
23,Selênio,mcg,179,C0195A,
24,Vitamina A (RE),mcg,0,C0195A,
25,Vitamina A (RAE),mcg,0,C0195A,
26,Vitamina D,mcg,0,C0195A,
27,Alfa-tocoferol (Vitamina E),mcg,4,C0195A,
28,Tiamina,mg,6,C0195A,
29,Riboflavina,mg,1,C0195A,
30,Niacina,mg,113,C0195A,
31,Vitamina B12,mg,0,C0195A,
32,Equivalente de folato,mcg,669,C0195A,
0,Energia,kJ,702,C0180A,
1,Energia,kcal,166,C0180A,
2,Umidade,g,563,C0180A,
3,Carboidrato total,g,343,C0180A,
4,Carboidrato disponível,g,296,C0180A,
5,Proteína,g,791,C0180A,
6,Lipídios,g,74,C0180A,
7,Fibra alimentar,g,471,C0180A,
8,Álcool,g,0,C0180A,
9,Cinzas,g,85,C0180A,
10,Colesterol,mg,0,C0180A,
11,Ácidos graxos saturados,g,12,C0180A,
12,Ácidos graxos monoinsaturados,g,12,C0180A,
13,Ácidos graxos poliinsaturados,g,36,C0180A,
14,Ácidos graxos trans,g,0,C0180A,
15,Cálcio,mg,235,C0180A,
16,Ferro,mg,137,C0180A,
17,Sódio,mg,134,C0180A,
18,Magnésio,mg,321,C0180A,
19,Fósforo,mg,136,C0180A,
20,Potássio,mg,222,C0180A,
21,Manganês,mcg,15,C0180A,
22,Zinco,mg,63,C0180A,
23,Cobre,mg,7,C0180A,
24,Selênio,mcg,6,C0180A,
25,Vitamina A (RE),mcg,445,C0180A,
26,Vitamina A (RAE),mcg,223,C0180A,
27,Vitamina D,mcg,0,C0180A,
28,Alfa-tocoferol (Vitamina E),mcg,4,C0180A,
29,Tiamina,mg,33,C0180A,
30,Vitamina B6,mg,5,C0180A,
31,Vitamina B12,mg,0,C0180A,
32,Equivalente de folato,mcg,538,C0180A,
0,Energia,kJ,699,C0181A,
1,Energia,kcal,166,C0181A,
2,Umidade,g,56,C0181A,
3,Carboidrato total,g,342,C0181A,
4,Carboidrato disponível,g,295,C0181A,
5,Proteína,g,788,C0181A,
6,Lipídios,g,73,C0181A,
7,Fibra alimentar,g,468,C0181A,
8,Álcool,g,0,C0181A,
9,Cinzas,g,132,C0181A,
10,Colesterol,mg,0,C0181A,
11,Ácidos graxos saturados,g,12,C0181A,
12,Ácidos graxos monoinsaturados,g,12,C0181A,
13,Ácidos graxos poliinsaturados,g,35,C0181A,
14,Ácidos graxos trans,g,0,C0181A,
15,Cálcio,mg,245,C0181A,
16,Ferro,mg,136,C0181A,
17,Sódio,mg,190,C0181A,
18,Magnésio,mg,32,C0181A,
19,Fósforo,mg,135,C0181A,
20,Potássio,mg,221,C0181A,
21,Manganês,mcg,15,C0181A,
22,Zinco,mg,62,C0181A,
23,Cobre,mg,7,C0181A,
24,Selênio,mcg,6,C0181A,
25,Vitamina A (RE),mcg,443,C0181A,
26,Vitamina A (RAE),mcg,222,C0181A,
27,Vitamina D,mcg,0,C0181A,
28,Alfa-tocoferol (Vitamina E),mcg,4,C0181A,
29,Tiamina,mg,33,C0181A,
30,Vitamina B6,mg,5,C0181A,
31,Vitamina B12,mg,0,C0181A,
32,Equivalente de folato,mcg,535,C0181A,
0,Energia,kJ,827,C0178A,
1,Energia,kcal,197,C0178A,
2,Umidade,g,542,C0178A,
3,Carboidrato total,g,326,C0178A,
4,Carboidrato disponível,g,281,C0178A,
5,Proteína,g,754,C0178A,
6,Lipídios,g,5,C0178A,
7,Fibra alimentar,g,447,C0178A,
8,Álcool,g,0,C0178A,
9,Cinzas,g,81,C0178A,
10,Colesterol,mg,107,C0178A,
11,Ácidos graxos saturados,g,269,C0178A,
12,Ácidos graxos monoinsaturados,g,121,C0178A,
13,Ácidos graxos poliinsaturados,g,41,C0178A,
14,Ácidos graxos trans,g,15,C0178A,
15,Cálcio,mg,242,C0178A,
16,Ferro,mg,13,C0178A,
17,Sódio,mg,147,C0178A,
18,Magnésio,mg,306,C0178A,
19,Fósforo,mg,129,C0178A,
20,Potássio,mg,211,C0178A,
21,Manganês,mcg,14,C0178A,
22,Zinco,mg,6,C0178A,
23,Cobre,mg,6,C0178A,
24,Selênio,mcg,63,C0178A,
25,Vitamina A (RE),mcg,943,C0178A,
26,Vitamina A (RAE),mcg,725,C0178A,
27,Vitamina D,mcg,0,C0178A,
28,Alfa-tocoferol (Vitamina E),mcg,16,C0178A,
29,Tiamina,mg,31,C0178A,
30,Vitamina B6,mg,5,C0178A,
31,Vitamina B12,mg,1,C0178A,
32,Equivalente de folato,mcg,512,C0178A,
0,Energia,kJ,823,C0179A,
1,Energia,kcal,196,C0179A,
2,Umidade,g,539,C0179A,
3,Carboidrato total,g,324,C0179A,
4,Carboidrato disponível,g,28,C0179A,
5,Proteína,g,75,C0179A,
6,Lipídios,g,498,C0179A,
7,Fibra alimentar,g,445,C0179A,
8,Álcool,g,0,C0179A,
9,Cinzas,g,128,C0179A,
10,Colesterol,mg,107,C0179A,
11,Ácidos graxos saturados,g,268,C0179A,
12,Ácidos graxos monoinsaturados,g,121,C0179A,
13,Ácidos graxos poliinsaturados,g,41,C0179A,
14,Ácidos graxos trans,g,15,C0179A,
15,Cálcio,mg,252,C0179A,
16,Ferro,mg,13,C0179A,
17,Sódio,mg,190,C0179A,
18,Magnésio,mg,305,C0179A,
19,Fósforo,mg,129,C0179A,
20,Potássio,mg,211,C0179A,
21,Manganês,mcg,14,C0179A,
22,Zinco,mg,59,C0179A,
23,Cobre,mg,6,C0179A,
24,Selênio,mcg,63,C0179A,
25,Vitamina A (RE),mcg,939,C0179A,
26,Vitamina A (RAE),mcg,722,C0179A,
27,Vitamina D,mcg,0,C0179A,
28,Alfa-tocoferol (Vitamina E),mcg,16,C0179A,
29,Tiamina,mg,31,C0179A,
30,Vitamina B6,mg,5,C0179A,
31,Vitamina B12,mg,1,C0179A,
32,Equivalente de folato,mcg,51,C0179A,
0,Energia,kJ,547,C0176A,
1,Energia,kcal,130,C0176A,
2,Umidade,g,66,C0176A,
3,Carboidrato total,g,267,C0176A,
4,Carboidrato disponível,g,231,C0176A,
5,Proteína,g,617,C0176A,
6,Lipídios,g,57,C0176A,
7,Fibra alimentar,g,367,C0176A,
8,Álcool,g,0,C0176A,
9,Cinzas,g,67,C0176A,
10,Colesterol,mg,0,C0176A,
11,Ácidos graxos saturados,g,1,C0176A,
12,Ácidos graxos monoinsaturados,g,1,C0176A,
13,Ácidos graxos poliinsaturados,g,28,C0176A,
14,Ácidos graxos trans,g,0,C0176A,
15,Cálcio,mg,174,C0176A,
16,Ferro,mg,8,C0176A,
17,Sódio,mg,79,C0176A,
18,Magnésio,mg,15,C0176A,
19,Fósforo,mg,949,C0176A,
20,Potássio,mg,865,C0176A,
21,Manganês,mcg,1,C0176A,
22,Zinco,mg,37,C0176A,
23,Cobre,mg,5,C0176A,
24,Selênio,mcg,43,C0176A,
25,Vitamina A (RE),mcg,347,C0176A,
26,Vitamina A (RAE),mcg,174,C0176A,
27,Vitamina D,mcg,0,C0176A,
28,Alfa-tocoferol (Vitamina E),mcg,3,C0176A,
29,Tiamina,mg,19,C0176A,
30,Vitamina B6,mg,3,C0176A,
31,Vitamina B12,mg,0,C0176A,
32,Equivalente de folato,mcg,299,C0176A,
0,Energia,kJ,545,C0177A,
1,Energia,kcal,129,C0177A,
2,Umidade,g,657,C0177A,
3,Carboidrato total,g,266,C0177A,
4,Carboidrato disponível,g,23,C0177A,
5,Proteína,g,614,C0177A,
6,Lipídios,g,57,C0177A,
7,Fibra alimentar,g,365,C0177A,
8,Álcool,g,0,C0177A,
9,Cinzas,g,113,C0177A,
10,Colesterol,mg,0,C0177A,
11,Ácidos graxos saturados,g,1,C0177A,
12,Ácidos graxos monoinsaturados,g,1,C0177A,
13,Ácidos graxos poliinsaturados,g,28,C0177A,
14,Ácidos graxos trans,g,0,C0177A,
15,Cálcio,mg,185,C0177A,
16,Ferro,mg,8,C0177A,
17,Sódio,mg,189,C0177A,
18,Magnésio,mg,15,C0177A,
19,Fósforo,mg,944,C0177A,
20,Potássio,mg,861,C0177A,
21,Manganês,mcg,1,C0177A,
22,Zinco,mg,37,C0177A,
23,Cobre,mg,5,C0177A,
24,Selênio,mcg,42,C0177A,
25,Vitamina A (RE),mcg,345,C0177A,
26,Vitamina A (RAE),mcg,173,C0177A,
27,Vitamina D,mcg,0,C0177A,
28,Alfa-tocoferol (Vitamina E),mcg,3,C0177A,
29,Tiamina,mg,19,C0177A,
30,Vitamina B6,mg,3,C0177A,
31,Vitamina B12,mg,0,C0177A,
32,Equivalente de folato,mcg,298,C0177A,
0,Energia,kJ,679,C0174A,
1,Energia,kcal,162,C0174A,
2,Umidade,g,633,C0174A,
3,Carboidrato total,g,254,C0174A,
4,Carboidrato disponível,g,219,C0174A,
5,Proteína,g,588,C0174A,
6,Lipídios,g,485,C0174A,
7,Fibra alimentar,g,349,C0174A,
8,Álcool,g,0,C0174A,
9,Cinzas,g,64,C0174A,
10,Colesterol,mg,107,C0174A,
11,Ácidos graxos saturados,g,267,C0174A,
12,Ácidos graxos monoinsaturados,g,119,C0174A,
13,Ácidos graxos poliinsaturados,g,34,C0174A,
14,Ácidos graxos trans,g,15,C0174A,
15,Cálcio,mg,184,C0174A,
16,Ferro,mg,76,C0174A,
17,Sódio,mg,94,C0174A,
18,Magnésio,mg,144,C0174A,
19,Fósforo,mg,905,C0174A,
20,Potássio,mg,824,C0174A,
21,Manganês,mcg,1,C0174A,
22,Zinco,mg,35,C0174A,
23,Cobre,mg,5,C0174A,
24,Selênio,mcg,46,C0174A,
25,Vitamina A (RE),mcg,85,C0174A,
26,Vitamina A (RAE),mcg,679,C0174A,
27,Vitamina D,mcg,0,C0174A,
28,Alfa-tocoferol (Vitamina E),mcg,16,C0174A,
29,Tiamina,mg,18,C0174A,
30,Vitamina B6,mg,3,C0174A,
31,Vitamina B12,mg,1,C0174A,
32,Equivalente de folato,mcg,286,C0174A,
0,Energia,kJ,676,C0175A,
1,Energia,kcal,161,C0175A,
2,Umidade,g,63,C0175A,
3,Carboidrato total,g,253,C0175A,
4,Carboidrato disponível,g,218,C0175A,
5,Proteína,g,585,C0175A,
6,Lipídios,g,483,C0175A,
7,Fibra alimentar,g,347,C0175A,
8,Álcool,g,0,C0175A,
9,Cinzas,g,11,C0175A,
10,Colesterol,mg,107,C0175A,
11,Ácidos graxos saturados,g,265,C0175A,
12,Ácidos graxos monoinsaturados,g,118,C0175A,
13,Ácidos graxos poliinsaturados,g,34,C0175A,
14,Ácidos graxos trans,g,15,C0175A,
15,Cálcio,mg,194,C0175A,
16,Ferro,mg,76,C0175A,
17,Sódio,mg,189,C0175A,
18,Magnésio,mg,143,C0175A,
19,Fósforo,mg,901,C0175A,
20,Potássio,mg,82,C0175A,
21,Manganês,mcg,1,C0175A,
22,Zinco,mg,35,C0175A,
23,Cobre,mg,5,C0175A,
24,Selênio,mcg,46,C0175A,
25,Vitamina A (RE),mcg,846,C0175A,
26,Vitamina A (RAE),mcg,675,C0175A,
27,Vitamina D,mcg,0,C0175A,
28,Alfa-tocoferol (Vitamina E),mcg,16,C0175A,
29,Tiamina,mg,18,C0175A,
30,Vitamina B6,mg,3,C0175A,
31,Vitamina B12,mg,1,C0175A,
32,Equivalente de folato,mcg,285,C0175A,
0,Energia,kJ,790,C0182A,
1,Energia,kcal,187,C0182A,
2,Umidade,g,523,C0182A,
3,Carboidrato total,g,365,C0182A,
4,Carboidrato disponível,g,315,C0182A,
5,Proteína,g,839,C0182A,
6,Lipídios,g,197,C0182A,
7,Fibra alimentar,g,504,C0182A,
8,Álcool,g,0,C0182A,
9,Cinzas,g,93,C0182A,
10,Colesterol,mg,0,C0182A,
11,Ácidos graxos saturados,g,31,C0182A,
12,Ácidos graxos monoinsaturados,g,41,C0182A,
13,Ácidos graxos poliinsaturados,g,109,C0182A,
14,Ácidos graxos trans,g,1,C0182A,
15,Cálcio,mg,328,C0182A,
16,Ferro,mg,145,C0182A,
17,Sódio,mg,149,C0182A,
18,Magnésio,mg,343,C0182A,
19,Fósforo,mg,145,C0182A,
20,Potássio,mg,247,C0182A,
21,Manganês,mcg,16,C0182A,
22,Zinco,mg,67,C0182A,
23,Cobre,mg,8,C0182A,
24,Selênio,mcg,66,C0182A,
25,Vitamina A (RE),mcg,366,C0182A,
26,Vitamina A (RAE),mcg,183,C0182A,
27,Vitamina D,mcg,0,C0182A,
28,Alfa-tocoferol (Vitamina E),mcg,2,C0182A,
29,Tiamina,mg,35,C0182A,
30,Vitamina B6,mg,6,C0182A,
31,Vitamina B12,mg,0,C0182A,
32,Vitamina C,mg,45,C0182A,
33,Equivalente de folato,mcg,567,C0182A,
0,Energia,kJ,786,C0183A,
1,Energia,kcal,187,C0183A,
2,Umidade,g,521,C0183A,
3,Carboidrato total,g,363,C0183A,
4,Carboidrato disponível,g,313,C0183A,
5,Proteína,g,835,C0183A,
6,Lipídios,g,197,C0183A,
7,Fibra alimentar,g,501,C0183A,
8,Álcool,g,0,C0183A,
9,Cinzas,g,139,C0183A,
10,Colesterol,mg,0,C0183A,
11,Ácidos graxos saturados,g,31,C0183A,
12,Ácidos graxos monoinsaturados,g,41,C0183A,
13,Ácidos graxos poliinsaturados,g,109,C0183A,
14,Ácidos graxos trans,g,1,C0183A,
15,Cálcio,mg,338,C0183A,
16,Ferro,mg,144,C0183A,
17,Sódio,mg,190,C0183A,
18,Magnésio,mg,341,C0183A,
19,Fósforo,mg,144,C0183A,
20,Potássio,mg,246,C0183A,
21,Manganês,mcg,16,C0183A,
22,Zinco,mg,67,C0183A,
23,Cobre,mg,8,C0183A,
24,Selênio,mcg,66,C0183A,
25,Vitamina A (RE),mcg,364,C0183A,
26,Vitamina A (RAE),mcg,182,C0183A,
27,Vitamina D,mcg,0,C0183A,
28,Alfa-tocoferol (Vitamina E),mcg,2,C0183A,
29,Tiamina,mg,34,C0183A,
30,Vitamina B6,mg,6,C0183A,
31,Vitamina B12,mg,0,C0183A,
32,Vitamina C,mg,45,C0183A,
33,Equivalente de folato,mcg,564,C0183A,
0,Energia,kJ,1253,C0196A,
1,Energia,kcal,297,C0196A,
2,Umidade,g,306,C0196A,
3,Carboidrato total,g,532,C0196A,
4,Carboidrato disponível,g,513,C0196A,
5,Proteína,g,914,C0196A,
6,Lipídios,g,57,C0196A,
7,Fibra alimentar,g,194,C0196A,
8,Álcool,g,0,C0196A,
9,Cinzas,g,146,C0196A,
10,Colesterol,mg,477,C0196A,
11,Ácidos graxos saturados,g,203,C0196A,
12,Ácidos graxos monoinsaturados,g,143,C0196A,
13,Ácidos graxos poliinsaturados,g,152,C0196A,
14,Ácidos graxos trans,g,8,C0196A,
15,Cálcio,mg,524,C0196A,
16,Ferro,mg,373,C0196A,
17,Sódio,mg,333,C0196A,
18,Magnésio,mg,246,C0196A,
19,Fósforo,mg,124,C0196A,
20,Potássio,mg,202,C0196A,
21,Manganês,mcg,3,C0196A,
22,Zinco,mg,87,C0196A,
23,Cobre,mg,13,C0196A,
24,Selênio,mcg,711,C0196A,
25,Vitamina A (RE),mcg,458,C0196A,
26,Vitamina A (RAE),mcg,455,C0196A,
27,Vitamina D,mcg,23,C0196A,
28,Alfa-tocoferol (Vitamina E),mcg,71,C0196A,
29,Tiamina,mg,18,C0196A,
30,Riboflavina,mg,14,C0196A,
31,Niacina,mg,108,C0196A,
32,Vitamina B6,mg,3,C0196A,
33,Vitamina B12,mg,21,C0196A,
34,Vitamina C,mg,102,C0196A,
35,Equivalente de folato,mcg,126,C0196A,
0,Energia,kJ,1112,C0193A,
1,Energia,kcal,263,C0193A,
2,Umidade,g,37,C0193A,
3,Carboidrato total,g,493,C0193A,
4,Carboidrato disponível,g,471,C0193A,
5,Proteína,g,81,C0193A,
6,Lipídios,g,424,C0193A,
7,Fibra alimentar,g,217,C0193A,
8,Álcool,g,0,C0193A,
9,Cinzas,g,156,C0193A,
10,Colesterol,mg,498,C0193A,
11,Ácidos graxos saturados,g,141,C0193A,
12,Ácidos graxos monoinsaturados,g,119,C0193A,
13,Ácidos graxos poliinsaturados,g,85,C0193A,
14,Ácidos graxos trans,g,7,C0193A,
15,Cálcio,mg,598,C0193A,
16,Ferro,mg,286,C0193A,
17,Sódio,mg,324,C0193A,
18,Magnésio,mg,184,C0193A,
19,Fósforo,mg,985,C0193A,
20,Potássio,mg,93,C0193A,
21,Manganês,mcg,24,C0193A,
22,Zinco,mg,171,C0193A,
23,Cobre,mg,1,C0193A,
24,Selênio,mcg,6,C0193A,
25,Vitamina A (RE),mcg,349,C0193A,
26,Vitamina A (RAE),mcg,345,C0193A,
27,Vitamina D,mcg,15,C0193A,
28,Alfa-tocoferol (Vitamina E),mcg,24,C0193A,
29,Tiamina,mg,8,C0193A,
30,Riboflavina,mg,8,C0193A,
31,Niacina,mg,27,C0193A,
32,Vitamina B6,mg,12,C0193A,
33,Vitamina B12,mg,27,C0193A,
34,Vitamina C,mg,0,C0193A,
35,Equivalente de folato,mcg,995,C0193A,
0,Energia,kJ,1484,C0198A,
1,Energia,kcal,352,C0198A,
2,Umidade,g,198,C0198A,
3,Carboidrato total,g,658,C0198A,
4,Carboidrato disponível,g,645,C0198A,
5,Proteína,g,654,C0198A,
6,Lipídios,g,719,C0198A,
7,Fibra alimentar,g,122,C0198A,
8,Álcool,g,0,C0198A,
9,Cinzas,g,81,C0198A,
10,Colesterol,mg,451,C0198A,
11,Ácidos graxos saturados,g,172,C0198A,
12,Ácidos graxos monoinsaturados,g,19,C0198A,
13,Ácidos graxos poliinsaturados,g,32,C0198A,
14,Ácidos graxos trans,g,7,C0198A,
15,Cálcio,mg,301,C0198A,
16,Ferro,mg,272,C0198A,
17,Sódio,mg,111,C0198A,
18,Magnésio,mg,166,C0198A,
19,Fósforo,mg,838,C0198A,
20,Potássio,mg,108,C0198A,
21,Manganês,mcg,21,C0198A,
22,Zinco,mg,61,C0198A,
23,Cobre,mg,9,C0198A,
24,Selênio,mcg,564,C0198A,
25,Vitamina A (RE),mcg,293,C0198A,
26,Vitamina A (RAE),mcg,292,C0198A,
27,Vitamina D,mcg,21,C0198A,
28,Alfa-tocoferol (Vitamina E),mcg,84,C0198A,
29,Tiamina,mg,14,C0198A,
30,Riboflavina,mg,9,C0198A,
31,Niacina,mg,71,C0198A,
32,Vitamina B12,mg,16,C0198A,
33,Equivalente de folato,mcg,889,C0198A,
0,Energia,kJ,1451,C0202A,
1,Energia,kcal,344,C0202A,
2,Umidade,g,223,C0202A,
3,Carboidrato total,g,621,C0202A,
4,Carboidrato disponível,g,609,C0202A,
5,Proteína,g,642,C0202A,
6,Lipídios,g,804,C0202A,
7,Fibra alimentar,g,127,C0202A,
8,Álcool,g,0,C0202A,
9,Cinzas,g,125,C0202A,
10,Colesterol,mg,411,C0202A,
11,Ácidos graxos saturados,g,202,C0202A,
12,Ácidos graxos monoinsaturados,g,19,C0202A,
13,Ácidos graxos poliinsaturados,g,34,C0202A,
14,Ácidos graxos trans,g,9,C0202A,
15,Cálcio,mg,137,C0202A,
16,Ferro,mg,302,C0202A,
17,Sódio,mg,295,C0202A,
18,Magnésio,mg,164,C0202A,
19,Fósforo,mg,745,C0202A,
20,Potássio,mg,905,C0202A,
21,Manganês,mcg,24,C0202A,
22,Zinco,mg,58,C0202A,
23,Cobre,mg,9,C0202A,
24,Selênio,mcg,469,C0202A,
25,Vitamina A (RE),mcg,359,C0202A,
26,Vitamina A (RAE),mcg,357,C0202A,
27,Vitamina D,mcg,22,C0202A,
28,Alfa-tocoferol (Vitamina E),mcg,117,C0202A,
29,Tiamina,mg,13,C0202A,
30,Riboflavina,mg,5,C0202A,
31,Niacina,mg,48,C0202A,
32,Vitamina B12,mg,8,C0202A,
33,Equivalente de folato,mcg,101,C0202A,
0,Componente,Unidades,Valor por 100 g,C0054N,
0,Componente,Unidades,Valor por 100 g,C0055N,
0,Energia,kJ,1183,C0225A,
1,Energia,kcal,283,C0225A,
2,Umidade,g,405,C0225A,
3,Carboidrato total,g,295,C0225A,
4,Carboidrato disponível,g,26,C0225A,
5,Proteína,g,141,C0225A,
6,Lipídios,g,129,C0225A,
7,Fibra alimentar,g,35,C0225A,
8,Álcool,g,0,C0225A,
9,Cinzas,g,326,C0225A,
10,Colesterol,mg,373,C0225A,
11,Ácidos graxos saturados,g,629,C0225A,
12,Ácidos graxos monoinsaturados,g,349,C0225A,
13,Ácidos graxos poliinsaturados,g,93,C0225A,
